n,k,algorithm,avg_comparisons,avg_swaps
9900,100,deterministic,77583.78,44673.2
10000,100,randomized,19953.84,9565.82
10000,100,deterministic,78749.28,45351.46
10100,100,randomized,20358.8,9709.22
10100,100,deterministic,79266.32,45645.08
10200,100,randomized,21322.42,10705.38
10200,100,deterministic,80004.4,46050.76
10300,100,randomized,22439.88,11359.54
10300,100,deterministic,80836.34,46569.84
10400,100,randomized,21809.22,11002.12
10400,100,deterministic,81755.76,47056.52
10500,100,randomized,20930.22,9800.1
10500,100,deterministic,82656.06,47629.54
10600,100,randomized,24265.54,13141.96
10600,100,deterministic,83017.36,47746.5
10700,100,randomized,21970.98,10545.72
10700,100,deterministic,83971.24,48329.1
10800,100,randomized,22681.56,11580.98
10800,100,deterministic,85171.68,49051.94
10900,100,randomized,22300.04,11216.72
10900,100,deterministic,86028.86,49556.36
11000,100,randomized,23919.44,12140.9
11000,100,deterministic,86348.82,49749.3
11100,100,randomized,22614.24,10954.2
11100,100,deterministic,87618.2,50448.54
11200,100,randomized,25124.84,13469.2
11200,100,deterministic,87741.78,50497.86
11300,100,randomized,25179.82,13428.46
11300,100,deterministic,88776.36,51132.92
11400,100,randomized,26201.12,14162.52
11400,100,deterministic,89582.3,51590.64
11500,100,randomized,24328.78,12612.14
11500,100,deterministic,90858.64,52345.42
11600,100,randomized,26935.38,14263.22
11600,100,deterministic,91285.8,52559.06
11700,100,randomized,24191.76,12005.18
11700,100,deterministic,91920.96,52954.7
11800,100,randomized,24884.54,12578.22
11800,100,deterministic,92582.08,53308.6
11900,100,randomized,24829.38,12724.84
11900,100,deterministic,93269.38,53691.54
12000,100,randomized,23046.42,10774.86
12000,100,deterministic,94537.16,54436.32
12100,100,randomized,24159.4,11659.76
12100,100,deterministic,95531.34,55005.4
12200,100,randomized,25569.54,12341.32
12200,100,deterministic,95911.7,55249.8
12300,100,randomized,27557.34,14809.04
12300,100,deterministic,97126.24,55909.36
12400,100,randomized,26229.08,13357.64
12400,100,deterministic,97725.06,56287.88
12500,100,randomized,27069.98,14215.62
12500,100,deterministic,98263.32,56545.06
12600,100,randomized,25663.06,12455.3
12600,100,deterministic,99172.76,57064.02
12700,100,randomized,27994.38,14506.68
12700,100,deterministic,99969.08,57555.8
12800,100,randomized,26599.46,13479.9
12800,100,deterministic,101202.5,58240.6
12900,100,randomized,27077.42,13681.88
12900,100,deterministic,101563.5,58440.6
13000,100,randomized,27047.48,13481.04
13000,100,deterministic,102654.2,59057.22
13100,100,randomized,26352.94,12947.8
13100,100,deterministic,103536.54,59602.92
13200,100,randomized,28628.32,14989.18
13200,100,deterministic,104326.34,60017.62
13300,100,randomized,25841.54,12321.06
13300,100,deterministic,105364.58,60622.74
13400,100,randomized,29577.82,15670.42
13400,100,deterministic,105834.1,60929.6
13500,100,randomized,29400.28,15230.1
13500,100,deterministic,106508.6,61314.12
13600,100,randomized,27954.44,13623.2
13600,100,deterministic,107248.24,61752.52
13700,100,randomized,30012.56,15504.78
13700,100,deterministic,107866.68,62071.14
13800,100,randomized,28728.5,14152.02
13800,100,deterministic,109219.24,62904.64
13900,100,randomized,31455.5,17014.88
13900,100,deterministic,109657.62,63133.22
14000,100,randomized,31349.22,16822.28
14000,100,deterministic,110766.1,63766.24
14100,100,randomized,28639.24,14164.52
14100,100,deterministic,111583.14,64248.06
14200,100,randomized,29584.38,14927.22
14200,100,deterministic,112404.26,64698.16
14300,100,randomized,28157.46,13291.14
14300,100,deterministic,113102.82,65069.72
14400,100,randomized,30525.88,15741.16
14400,100,deterministic,113349.9,65291.28
14500,100,randomized,30477.92,15669.74
14500,100,deterministic,114856.56,66182.26
14600,100,randomized,32603.18,17259.96
14600,100,deterministic,115564.88,66533.52
14700,100,randomized,31881.14,16301.24
14700,100,deterministic,116736.5,67205.04
14800,100,randomized,29745.28,14100.56
14800,100,deterministic,116770.62,67218.84
14900,100,randomized,31370.82,15761.56
14900,100,deterministic,118111.08,67974.52
15000,100,randomized,34806.34,19174.98
15000,100,deterministic,118702.78,68331.92
15100,100,randomized,33173.0,17522.62
15100,100,deterministic,119592.58,68819.14
15200,100,randomized,30072.06,14117.86
15200,100,deterministic,120244.3,69120.84
15300,100,randomized,33737.96,17865.02
15300,100,deterministic,120732.04,69431.06
15400,100,randomized,31480.88,15495.04
15400,100,deterministic,122147.9,70229.28
15500,100,randomized,30639.18,14864.02
15500,100,deterministic,123064.16,70804.6
15600,100,randomized,32109.32,15889.38
15600,100,deterministic,122837.96,70703.18
15700,100,randomized,31246.76,14890.78
15700,100,deterministic,124253.18,71482.7
15800,100,randomized,35003.38,18463.02
15800,100,deterministic,124915.84,71875.22
15900,100,randomized,31404.98,15140.5
15900,100,deterministic,126214.52,72572.28
16000,100,randomized,32299.24,15790.22
16000,100,deterministic,126444.0,72791.72
16100,100,randomized,33766.1,17407.76
16100,100,deterministic,127500.52,73297.72
16200,100,randomized,32926.2,16028.42
16200,100,deterministic,128204.34,73746.82
16300,100,randomized,34145.26,17452.76
16300,100,deterministic,129139.94,74293.78
16400,100,randomized,35738.48,18933.42
16400,100,deterministic,129709.62,74606.32
16500,100,randomized,34370.96,17562.08
16500,100,deterministic,130144.68,74840.72
16600,100,randomized,34825.78,17688.2
16600,100,deterministic,131524.88,75639.9
16700,100,randomized,33693.22,16534.02
16700,100,deterministic,132756.68,76386.0
16800,100,randomized,35206.84,18028.96
16800,100,deterministic,133445.42,76817.46
16900,100,randomized,35337.12,17764.58
16900,100,deterministic,134439.84,77283.4
17000,100,randomized,35011.88,17610.0
17000,100,deterministic,134359.92,77310.08
17100,100,randomized,38571.68,20630.84
17100,100,deterministic,135332.96,77827.08
17200,100,randomized,38347.8,20122.08
17200,100,deterministic,136462.58,78490.94
17300,100,randomized,33861.26,16306.34
17300,100,deterministic,137131.5,78851.24
17400,100,randomized,36728.62,19022.26
17400,100,deterministic,137772.8,79204.0
17500,100,randomized,35317.42,17279.04
17500,100,deterministic,139024.76,79946.86
17600,100,randomized,32461.1,13861.3
17600,100,deterministic,139024.06,80010.64
17700,100,randomized,39027.88,20735.0
17700,100,deterministic,140946.8,81125.72
17800,100,randomized,35078.88,17021.22
17800,100,deterministic,141227.5,81217.66
17900,100,randomized,39996.48,21928.08
17900,100,deterministic,141916.78,81596.66
18000,100,randomized,34655.38,16254.12
18000,100,deterministic,142389.92,81870.34
18100,100,randomized,38451.88,19823.1
18100,100,deterministic,143892.18,82762.02
18200,100,randomized,40889.28,21887.48
18200,100,deterministic,144407.66,83052.72
18300,100,randomized,33534.08,14844.36
18300,100,deterministic,145793.36,83883.94
18400,100,randomized,39091.74,20033.62
18400,100,deterministic,145994.4,83988.56
18500,100,randomized,37467.34,18349.2
18500,100,deterministic,146398.94,84205.52
18600,100,randomized,35516.82,16366.46
18600,100,deterministic,147622.16,84918.08
18700,100,randomized,35535.44,15952.28
18700,100,deterministic,148912.6,85679.2
18800,100,randomized,38738.06,19173.42
18800,100,deterministic,149521.44,86031.96
18900,100,randomized,35386.22,15912.04
18900,100,deterministic,149615.56,86062.2
19000,100,randomized,38419.36,19091.86
19000,100,deterministic,150846.12,86794.78
19100,100,randomized,38418.82,19042.54
19100,100,deterministic,152120.26,87435.18
19200,100,randomized,37555.58,17265.72
19200,100,deterministic,153023.54,88007.74
19300,100,randomized,43537.72,23472.54
19300,100,deterministic,153428.9,88266.9
19400,100,randomized,36845.48,17112.74
19400,100,deterministic,153905.56,88526.74
19500,100,randomized,37418.58,17540.74
19500,100,deterministic,154372.34,88789.98
19600,100,randomized,40741.6,20629.22
19600,100,deterministic,155732.72,89549.38
19700,100,randomized,42919.36,22904.14
19700,100,deterministic,156987.32,90263.66
19800,100,randomized,39908.14,19478.04
19800,100,deterministic,157398.7,90476.68
19900,100,randomized,44426.42,24100.0
19900,100,deterministic,158849.74,91298.78
20000,100,randomized,44291.16,23656.1
20000,100,deterministic,158721.68,91231.32
20100,100,randomized,44187.5,23141.32
20100,100,deterministic,159544.24,91673.64
20200,100,randomized,39842.52,19439.24
20200,100,deterministic,160269.22,92107.64
20300,100,randomized,41997.38,21191.72
20300,100,deterministic,160767.02,92383.68
20400,100,randomized,41523.74,20406.56
20400,100,deterministic,161985.48,93141.62
20500,100,randomized,42505.56,21497.4
20500,100,deterministic,162808.5,93556.12
20600,100,randomized,41844.28,20725.94
20600,100,deterministic,163718.78,94111.88
20700,100,randomized,42468.4,21045.98
20700,100,deterministic,165131.68,94874.66
20800,100,randomized,43881.24,22469.76
20800,100,deterministic,165537.58,95078.24
20900,100,randomized,41147.66,19506.68
20900,100,deterministic,165754.66,95264.4
21000,100,randomized,45144.2,23487.52
21000,100,deterministic,167456.66,96238.44
21100,100,randomized,48350.12,26674.72
21100,100,deterministic,167521.14,96289.36
21200,100,randomized,44619.92,22767.76
21200,100,deterministic,168815.04,97013.74
21300,100,randomized,43541.24,21513.74
21300,100,deterministic,169813.42,97650.8
21400,100,randomized,42269.88,20497.26
21400,100,deterministic,170190.4,97772.86
21500,100,randomized,46750.68,24932.86
21500,100,deterministic,170937.22,98286.5
21600,100,randomized,48202.06,25441.16
21600,100,deterministic,172097.58,98963.38
21700,100,randomized,48207.06,25794.3
21700,100,deterministic,172533.86,99171.98
21800,100,randomized,46783.1,24406.44
21800,100,deterministic,174200.86,100201.38
21900,100,randomized,47613.26,25200.3
21900,100,deterministic,173666.44,99810.12
22000,100,randomized,47779.04,25117.16
22000,100,deterministic,175590.0,100945.92
22100,100,randomized,42807.3,20218.52
22100,100,deterministic,175439.76,100836.74
22200,100,randomized,50020.88,27235.24
22200,100,deterministic,176883.36,101659.72
22300,100,randomized,40345.56,17461.78
22300,100,deterministic,177159.88,101877.5
22400,100,randomized,44941.44,21667.58
22400,100,deterministic,177952.64,102234.32
22500,100,randomized,49408.58,26183.34
22500,100,deterministic,179796.66,103406.04
22600,100,randomized,45867.8,22486.4
22600,100,deterministic,180188.84,103550.64
22700,100,randomized,48276.9,25080.32
22700,100,deterministic,180433.22,103728.56
22800,100,randomized,45625.76,22409.24
22800,100,deterministic,181751.84,104449.3
22900,100,randomized,49415.72,25803.14
22900,100,deterministic,182737.42,104978.66
23000,100,randomized,44470.52,21078.3
23000,100,deterministic,183226.36,105336.18
23100,100,randomized,47036.42,23709.9
23100,100,deterministic,184253.32,105894.0
23200,100,randomized,50593.22,26149.04
23200,100,deterministic,185363.14,106616.64
23300,100,randomized,49467.84,25511.82
23300,100,deterministic,186223.6,107097.98
23400,100,randomized,50828.4,26877.04
23400,100,deterministic,187295.9,107604.5
23500,100,randomized,47091.36,23112.56
23500,100,deterministic,186065.58,106954.56
23600,100,randomized,45874.7,21154.34
23600,100,deterministic,187167.0,107538.16
23700,100,randomized,50102.86,25455.62
23700,100,deterministic,189324.04,108903.5
23800,100,randomized,47665.04,23548.14
23800,100,deterministic,190108.26,109260.18
23900,100,randomized,47382.5,23182.24
23900,100,deterministic,190122.68,109338.36
24000,100,randomized,51150.56,26829.54
24000,100,deterministic,191752.66,110265.9
24100,100,randomized,49699.84,24903.54
24100,100,deterministic,191442.06,110000.18
24200,100,randomized,45624.54,21054.42
24200,100,deterministic,192855.66,110839.64
24300,100,randomized,50557.52,26033.7
24300,100,deterministic,193887.26,111416.66
24400,100,randomized,53867.56,28886.52
24400,100,deterministic,194726.08,111983.76
24500,100,randomized,51636.18,26364.86
24500,100,deterministic,195691.08,112512.68
24600,100,randomized,49675.14,24582.4
24600,100,deterministic,196368.94,112855.98
24700,100,randomized,53703.64,28754.02
24700,100,deterministic,196498.26,112969.14
24800,100,randomized,53433.46,27915.06
24800,100,deterministic,197912.86,113655.94
24900,100,randomized,49736.72,24039.6
24900,100,deterministic,199111.52,114391.78
25000,100,randomized,47445.72,21927.88
25000,100,deterministic,199562.52,114750.84
25100,100,randomized,52873.3,27558.06
25100,100,deterministic,199190.66,114416.38
25200,100,randomized,54019.46,28447.68
25200,100,deterministic,200143.76,114965.4
25300,100,randomized,52660.24,27026.8
25300,100,deterministic,201351.62,115723.32
25400,100,randomized,53818.48,27320.28
25400,100,deterministic,202529.34,116335.28
25500,100,randomized,56564.16,29794.02
25500,100,deterministic,203298.48,116853.4
25600,100,randomized,56049.14,30138.68
25600,100,deterministic,203682.44,117052.22
25700,100,randomized,51207.4,24886.78
25700,100,deterministic,205841.04,118305.38
25800,100,randomized,50799.42,24328.4
25800,100,deterministic,205256.66,117962.12
25900,100,randomized,56665.4,30108.76
25900,100,deterministic,206987.88,118947.6
26000,100,randomized,56520.62,30108.0
26000,100,deterministic,207938.52,119458.82
26100,100,randomized,54330.68,27714.22
26100,100,deterministic,208390.48,119731.06
26200,100,randomized,51727.12,25197.48
26200,100,deterministic,209328.46,120285.28
26300,100,randomized,50172.68,22629.86
26300,100,deterministic,209950.34,120685.16
26400,100,randomized,58280.26,30383.14
26400,100,deterministic,210126.0,120778.18
26500,100,randomized,57306.04,30538.62
26500,100,deterministic,211897.38,121803.46
26600,100,randomized,54440.12,26744.9
26600,100,deterministic,212659.2,122103.62
26700,100,randomized,57401.16,29947.14
26700,100,deterministic,213146.84,122456.04
26800,100,randomized,53468.38,26290.98
26800,100,deterministic,214224.38,123066.2
26900,100,randomized,54437.66,27188.9
26900,100,deterministic,214839.44,123456.8
27000,100,randomized,56923.4,29100.66
27000,100,deterministic,215923.9,124070.98
27100,100,randomized,55965.26,28467.9
27100,100,deterministic,216298.86,124313.26
27200,100,randomized,54119.58,26224.18
27200,100,deterministic,217879.12,125229.86
27300,100,randomized,57037.76,29091.14
27300,100,deterministic,217462.48,124958.0
27400,100,randomized,56907.34,28297.0
27400,100,deterministic,217584.28,125073.1
27500,100,randomized,52779.44,24357.74
27500,100,deterministic,219651.42,126219.56
27600,100,randomized,57427.26,28913.7
27600,100,deterministic,220146.18,126468.22
27700,100,randomized,56826.84,28591.38
27700,100,deterministic,221725.44,127398.14
27800,100,randomized,52730.02,24701.82
27800,100,deterministic,221959.02,127511.84
27900,100,randomized,59212.54,30470.2
27900,100,deterministic,222641.54,127911.36
28000,100,randomized,57882.1,28340.34
28000,100,deterministic,223791.9,128580.64
28100,100,randomized,56601.58,28168.64
28100,100,deterministic,223929.92,128683.46
28200,100,randomized,54533.82,25790.84
28200,100,deterministic,225493.34,129545.46
28300,100,randomized,55870.1,26813.28
28300,100,deterministic,226487.5,130181.96
28400,100,randomized,54243.18,24914.12
28400,100,deterministic,227073.86,130469.92
28500,100,randomized,58850.5,29957.92
28500,100,deterministic,227106.16,130433.86
28600,100,randomized,53639.5,24782.88
28600,100,deterministic,229096.5,131754.58
28700,100,randomized,64874.52,35730.34
28700,100,deterministic,229077.44,131609.72
28800,100,randomized,60687.7,31044.68
28800,100,deterministic,230165.76,132294.54
28900,100,randomized,65071.04,35891.72
28900,100,deterministic,230289.82,132266.26
29000,100,randomized,57468.62,28086.18
29000,100,deterministic,230893.86,132709.52
29100,100,randomized,62122.78,32656.64
29100,100,deterministic,233100.56,133996.46
29200,100,randomized,58174.28,28785.32
29200,100,deterministic,233707.54,134309.28
29300,100,randomized,61547.86,30828.22
29300,100,deterministic,235055.98,135071.72
29400,100,randomized,59835.7,30170.92
29400,100,deterministic,233780.26,134280.78
29500,100,randomized,57641.02,27433.5
29500,100,deterministic,234941.3,135002.6
29600,100,randomized,62648.86,31688.68
29600,100,deterministic,236711.22,136014.0
29700,100,randomized,59286.78,28887.28
29700,100,deterministic,237707.64,136628.54
29800,100,randomized,56921.2,26731.38
29800,100,deterministic,238309.86,136929.02
29900,100,randomized,57699.36,27031.72
29900,100,deterministic,239210.36,137417.2
30000,100,randomized,58674.64,27961.7
30000,100,deterministic,240436.98,138149.14
30100,100,randomized,65401.66,34686.48
30100,100,deterministic,240746.14,138277.96
30200,100,randomized,60117.28,29536.54
30200,100,deterministic,241581.88,138881.68
30300,100,randomized,63249.18,32670.34
30300,100,deterministic,242299.18,139186.68
30400,100,randomized,63991.44,32690.52
30400,100,deterministic,243507.02,139929.36
30500,100,randomized,61016.46,29736.64
30500,100,deterministic,243721.0,140026.86
30600,100,randomized,64277.24,33467.4
30600,100,deterministic,245065.18,140863.62
30700,100,randomized,61603.9,29966.38
30700,100,deterministic,245790.56,141170.7
30800,100,randomized,66363.94,35071.06
30800,100,deterministic,246373.54,141489.18
30900,100,randomized,59404.12,27479.26
30900,100,deterministic,247516.64,142229.68
31000,100,randomized,64458.44,32563.24
31000,100,deterministic,248180.34,142580.8
31100,100,randomized,70409.3,38985.44
31100,100,deterministic,248555.06,142783.46
31200,100,randomized,63307.84,31432.0
31200,100,deterministic,250218.52,143682.5
31300,100,randomized,64314.88,32005.44
31300,100,deterministic,250381.32,143804.76
31400,100,randomized,57731.74,25890.22
31400,100,deterministic,251502.48,144498.96
31500,100,randomized,67182.7,35504.86
31500,100,deterministic,252820.96,145241.76
31600,100,randomized,60901.28,28763.56
31600,100,deterministic,253990.5,145904.16
31700,100,randomized,62012.52,30028.7
31700,100,deterministic,253312.56,145457.7
31800,100,randomized,65871.66,33101.56
31800,100,deterministic,255137.5,146604.6
31900,100,randomized,67433.18,35054.18
31900,100,deterministic,254887.7,146363.1
32000,100,randomized,64407.74,31881.98
32000,100,deterministic,256713.46,147494.2
32100,100,randomized,63655.22,30817.32
32100,100,deterministic,255585.54,146828.48
32200,100,randomized,63579.94,30955.38
32200,100,deterministic,257776.46,148086.86
32300,100,randomized,73259.5,39767.74
32300,100,deterministic,258660.62,148552.66
32400,100,randomized,65244.32,32478.6
32400,100,deterministic,260053.84,149442.26
32500,100,randomized,64605.48,31733.66
32500,100,deterministic,259879.22,149189.94
32600,100,randomized,62142.46,29340.1
32600,100,deterministic,261309.66,150091.6
32700,100,randomized,65712.04,32568.52
32700,100,deterministic,262398.32,150701.7
32800,100,randomized,63448.66,29588.02
32800,100,deterministic,262999.48,150986.66
32900,100,randomized,71827.28,38331.3
32900,100,deterministic,263666.84,151389.16
33000,100,randomized,64666.34,31094.16
33000,100,deterministic,264383.76,151924.28
33100,100,randomized,70849.26,36787.02
33100,100,deterministic,264775.68,151981.98
33200,100,randomized,65813.34,32379.26
33200,100,deterministic,265713.56,152663.7
33300,100,randomized,70263.6,35801.52
33300,100,deterministic,267588.12,153778.54
33400,100,randomized,67245.38,33028.8
33400,100,deterministic,267830.22,153803.66
33500,100,randomized,62737.52,28840.86
33500,100,deterministic,268322.92,154191.1
33600,100,randomized,71813.38,37842.86
33600,100,deterministic,269392.64,154654.6
33700,100,randomized,71025.96,36917.6
33700,100,deterministic,269683.16,154971.06
33800,100,randomized,71730.64,37542.48
33800,100,deterministic,271946.7,156168.8
33900,100,randomized,62228.06,27274.18
33900,100,deterministic,272619.42,156524.96
34000,100,randomized,70104.32,35778.32
34000,100,deterministic,272798.36,156607.44
34100,100,randomized,71687.66,36533.58
34100,100,deterministic,272710.68,156611.6
34200,100,randomized,67585.72,31998.8
34200,100,deterministic,272889.8,156749.22
34300,100,randomized,69925.36,35009.04
34300,100,deterministic,275062.42,157977.34
34400,100,randomized,71929.06,36552.46
34400,100,deterministic,276454.2,158905.32
34500,100,randomized,70468.22,35554.0
34500,100,deterministic,275848.74,158515.88
34600,100,randomized,65470.2,30338.74
34600,100,deterministic,277127.52,159189.5
34700,100,randomized,65849.52,30101.98
34700,100,deterministic,279163.82,160355.24
34800,100,randomized,74462.96,39235.52
34800,100,deterministic,279476.84,160561.24
34900,100,randomized,70891.62,35358.24
34900,100,deterministic,279554.32,160477.76
35000,100,randomized,72686.16,37393.28
35000,100,deterministic,280412.66,161049.04
35100,100,randomized,72592.24,36370.56
35100,100,deterministic,280547.62,161189.56
35200,100,randomized,73011.62,37148.08
35200,100,deterministic,282783.54,162420.7
35300,100,randomized,73014.94,37437.7
35300,100,deterministic,282743.76,162369.98
35400,100,randomized,73230.22,37387.32
35400,100,deterministic,284173.98,163189.6
35500,100,randomized,74272.78,37697.0
35500,100,deterministic,285033.08,163664.32
35600,100,randomized,70563.98,34220.82
35600,100,deterministic,285624.12,164079.1
35700,100,randomized,69846.76,33538.62
35700,100,deterministic,286138.38,164332.92
35800,100,randomized,70950.82,34756.28
35800,100,deterministic,287459.8,164954.8
35900,100,randomized,71765.2,34472.94
35900,100,deterministic,286511.68,164581.34
36000,100,randomized,67751.9,31473.42
36000,100,deterministic,289261.44,166056.66
36100,100,randomized,70740.68,33787.04
36100,100,deterministic,290331.58,166752.18
36200,100,randomized,69317.82,32843.52
36200,100,deterministic,290622.74,166826.4
36300,100,randomized,74263.06,37450.08
36300,100,deterministic,291711.02,167614.76
36400,100,randomized,74851.42,38185.8
36400,100,deterministic,292706.02,168136.66
36500,100,randomized,77293.96,39113.72
36500,100,deterministic,293093.14,168301.4
36600,100,randomized,67841.78,30911.22
36600,100,deterministic,294398.44,169116.84
36700,100,randomized,70934.48,33863.72
36700,100,deterministic,294669.38,169288.56
36800,100,randomized,75051.36,37809.0
36800,100,deterministic,295775.04,169824.66
36900,100,randomized,77244.08,40042.04
36900,100,deterministic,296055.02,170094.1
37000,100,randomized,71073.48,33728.38
37000,100,deterministic,296657.06,170308.34
37100,100,randomized,78392.62,40888.3
37100,100,deterministic,297259.2,170721.82
37200,100,randomized,81086.0,43487.56
37200,100,deterministic,299207.02,171840.82
37300,100,randomized,75842.68,37607.04
37300,100,deterministic,298463.52,171351.6
37400,100,randomized,72225.52,34537.78
37400,100,deterministic,300138.54,172433.4
37500,100,randomized,67673.62,29025.42
37500,100,deterministic,300764.92,172852.48
37600,100,randomized,78212.48,40275.28
37600,100,deterministic,301643.56,173251.9
37700,100,randomized,80854.98,42594.86
37700,100,deterministic,302645.28,173752.94
37800,100,randomized,73230.76,34734.82
37800,100,deterministic,304490.72,174913.26
37900,100,randomized,77863.86,39612.68
37900,100,deterministic,302793.14,173870.46
38000,100,randomized,78267.82,39294.44
38000,100,deterministic,304960.1,175153.84
38100,100,randomized,82627.08,43802.12
38100,100,deterministic,306284.58,175837.66
38200,100,randomized,77606.14,38431.92
38200,100,deterministic,307115.22,176398.76
38300,100,randomized,77902.08,39429.92
38300,100,deterministic,307010.4,176291.8
38400,100,randomized,76734.76,37978.74
38400,100,deterministic,308739.38,177275.0
38500,100,randomized,86294.64,46875.0
38500,100,deterministic,308865.18,177387.78
38600,100,randomized,78271.1,39238.52
38600,100,deterministic,310357.1,178325.58
38700,100,randomized,75556.0,36554.3
38700,100,deterministic,311501.62,178843.68
38800,100,randomized,73371.26,33813.0
38800,100,deterministic,312475.54,179428.66
38900,100,randomized,80846.84,40892.22
38900,100,deterministic,312153.98,179290.84
39000,100,randomized,75027.12,35747.26
39000,100,deterministic,312656.84,179555.9
39100,100,randomized,78558.9,39250.08
39100,100,deterministic,314461.96,180466.44
39200,100,randomized,80677.2,41118.7
39200,100,deterministic,316132.6,181506.56
39300,100,randomized,83769.92,44170.64
39300,100,deterministic,316471.2,181675.96
39400,100,randomized,77006.08,36386.08
39400,100,deterministic,316313.6,181706.68
39500,100,randomized,78546.8,37835.98
39500,100,deterministic,316547.96,181883.22
39600,100,randomized,88970.42,49112.66
39600,100,deterministic,318369.3,182734.92
39700,100,randomized,77036.54,37057.68
39700,100,deterministic,319652.1,183551.16
39800,100,randomized,75455.02,35007.56
39800,100,deterministic,319868.3,183720.4
39900,100,randomized,84823.1,44547.22
39900,100,deterministic,319992.44,183746.4
40000,100,randomized,77564.66,37048.52
40000,100,deterministic,320955.98,184255.3
40100,100,randomized,82018.38,40886.4
40100,100,deterministic,323325.44,185743.76
40200,100,randomized,76762.1,36146.82
40200,100,deterministic,321707.38,184674.44
40300,100,randomized,85179.76,43996.82
40300,100,deterministic,324358.12,186193.54
40400,100,randomized,86217.24,45033.06
40400,100,deterministic,324221.52,186033.74
40500,100,randomized,85372.96,43991.14
40500,100,deterministic,326271.42,187338.04
40600,100,randomized,86354.36,45269.0
40600,100,deterministic,326419.42,187346.82
40700,100,randomized,82328.86,40554.5
40700,100,deterministic,327479.84,188056.24
40800,100,randomized,83212.72,41390.8
40800,100,deterministic,328531.64,188577.6
40900,100,randomized,86695.02,45277.28
40900,100,deterministic,328268.9,188448.12
41000,100,randomized,89318.1,47228.24
41000,100,deterministic,329054.48,188905.56
41100,100,randomized,87870.2,46368.12
41100,100,deterministic,330692.14,189843.36
41200,100,randomized,78968.46,37433.6
41200,100,deterministic,330929.32,189988.06
41300,100,randomized,84403.28,42191.36
41300,100,deterministic,332833.6,190984.78
41400,100,randomized,89232.98,46964.42
41400,100,deterministic,333308.2,191344.04
41500,100,randomized,82629.24,40104.32
41500,100,deterministic,334608.6,192021.44
41600,100,randomized,83194.64,41251.98
41600,100,deterministic,334551.22,192052.44
41700,100,randomized,84389.44,41379.46
41700,100,deterministic,335962.54,192934.74
41800,100,randomized,86299.32,44229.28
41800,100,deterministic,336801.18,193300.86
41900,100,randomized,85072.1,42329.92
41900,100,deterministic,336288.36,193131.12
42000,100,randomized,80938.38,38445.42
42000,100,deterministic,338049.34,194051.38
42100,100,randomized,90377.9,46425.38
42100,100,deterministic,338505.5,194283.26
42200,100,randomized,85322.1,41870.0
42200,100,deterministic,337713.72,193811.64
42300,100,randomized,88098.26,45540.2
42300,100,deterministic,339895.74,195176.14
42400,100,randomized,93738.32,50858.7
42400,100,deterministic,341336.28,195998.7
42500,100,randomized,80209.28,37188.82
42500,100,deterministic,342684.18,196731.64
42600,100,randomized,83115.04,39864.12
42600,100,deterministic,342624.88,196705.74
42700,100,randomized,79758.66,36419.72
42700,100,deterministic,342709.24,196738.64
42800,100,randomized,80966.18,37728.36
42800,100,deterministic,345194.34,198094.8
42900,100,randomized,88837.44,45663.16
42900,100,deterministic,345875.76,198565.78
43000,100,randomized,89607.64,46206.92
43000,100,deterministic,346231.1,198694.88
43100,100,randomized,89539.16,45890.6
43100,100,deterministic,347198.18,199269.62
43200,100,randomized,84763.28,41132.94
43200,100,deterministic,348413.3,199987.92
43300,100,randomized,86235.16,42422.26
43300,100,deterministic,348197.6,199880.68
43400,100,randomized,98352.9,54628.52
43400,100,deterministic,348975.02,200277.1
43500,100,randomized,87048.68,43281.12
43500,100,deterministic,349221.5,200379.26
43600,100,randomized,81484.86,37475.52
43600,100,deterministic,351596.14,201804.66
43700,100,randomized,85852.06,41757.7
43700,100,deterministic,351598.48,201828.7
43800,100,randomized,89907.4,45693.14
43800,100,deterministic,353033.46,202683.7
43900,100,randomized,88978.88,44725.54
43900,100,deterministic,353542.12,202940.38
44000,100,randomized,83047.56,38645.02
44000,100,deterministic,354514.62,203476.6
44100,100,randomized,91442.52,46750.16
44100,100,deterministic,354930.7,203798.1
44200,100,randomized,94291.72,48581.44
44200,100,deterministic,354974.34,203815.08
44300,100,randomized,95940.92,51243.38
44300,100,deterministic,356669.92,204725.52
44400,100,randomized,87649.74,42946.94
44400,100,deterministic,358225.08,205607.0
44500,100,randomized,81791.86,36907.34
44500,100,deterministic,358531.74,205832.92
44600,100,randomized,89070.88,44115.56
44600,100,deterministic,358625.46,205815.68
44700,100,randomized,91593.02,46295.7
44700,100,deterministic,359285.92,206312.14
44800,100,randomized,88034.22,42508.94
44800,100,deterministic,359542.52,206309.1
44900,100,randomized,84719.74,39326.22
44900,100,deterministic,360190.76,206592.98
45000,100,randomized,92169.9,45860.46
45000,100,deterministic,363138.68,208437.56
45100,100,randomized,92972.1,46323.94
45100,100,deterministic,363022.76,208407.88
45200,100,randomized,90720.98,44743.54
45200,100,deterministic,363179.84,208493.24
45300,100,randomized,90068.1,44369.58
45300,100,deterministic,365105.36,209632.66
45400,100,randomized,92923.44,47233.14
45400,100,deterministic,364988.48,209663.9
45500,100,randomized,100192.82,53888.7
45500,100,deterministic,367337.44,210811.7
45600,100,randomized,86739.88,40327.66
45600,100,deterministic,367450.0,210890.8
45700,100,randomized,93480.24,46655.16
