n,k,algorithm,avg_comparisons,avg_swaps
36500,1,deterministic,292566.28,168109.18
36600,1,randomized,75895.18,39328.72
36600,1,deterministic,294319.82,168963.44
36700,1,randomized,77452.3,40784.56
36700,1,deterministic,295343.14,169662.32
36800,1,randomized,70881.96,34114.0
36800,1,deterministic,296273.76,170160.58
36900,1,randomized,82408.26,45542.66
36900,1,deterministic,294464.04,169083.58
37000,1,randomized,79662.46,42696.12
37000,1,deterministic,297516.5,170892.82
37100,1,randomized,77532.36,40463.48
37100,1,deterministic,297862.18,170953.0
37200,1,randomized,71289.48,34121.64
37200,1,deterministic,297974.16,171089.98
37300,1,randomized,78258.4,40991.66
37300,1,deterministic,299783.48,172053.88
37400,1,randomized,73474.34,36104.62
37400,1,deterministic,300432.14,172529.36
37500,1,randomized,72029.0,34559.62
37500,1,deterministic,300914.04,172827.58
37600,1,randomized,76003.96,38435.38
37600,1,deterministic,302067.1,173505.68
37700,1,randomized,75901.38,38233.42
37700,1,deterministic,302685.96,173866.6
37800,1,randomized,76476.92,38711.1
37800,1,deterministic,304067.88,174592.98
37900,1,randomized,75260.26,37392.48
37900,1,deterministic,304600.6,174856.52
38000,1,randomized,78129.04,40159.98
38000,1,deterministic,305851.14,175652.78
38100,1,randomized,78674.28,40608.16
38100,1,deterministic,306473.28,175993.94
38200,1,randomized,74349.68,36183.2
38200,1,deterministic,307552.62,176585.84
38300,1,randomized,79319.08,41050.78
38300,1,deterministic,306600.64,176088.76
38400,1,randomized,73268.48,34899.38
38400,1,deterministic,308476.96,177240.64
38500,1,randomized,76163.6,37695.76
38500,1,deterministic,309403.86,177636.32
38600,1,randomized,72183.54,33615.86
38600,1,deterministic,310384.78,178184.74
38700,1,randomized,75836.94,37170.16
38700,1,deterministic,310903.04,178473.12
38800,1,randomized,82299.6,43532.54
38800,1,deterministic,310620.7,178491.48
38900,1,randomized,82210.64,43345.82
38900,1,deterministic,312724.62,179564.08
39000,1,randomized,79801.42,40835.8
39000,1,deterministic,312983.12,179784.38
39100,1,randomized,72144.7,33077.04
39100,1,deterministic,315131.56,181078.2
39200,1,randomized,82962.84,43797.92
39200,1,deterministic,314320.12,180570.06
39300,1,randomized,82763.9,43498.34
39300,1,deterministic,316158.68,181506.78
39400,1,randomized,76633.24,37266.36
39400,1,deterministic,315013.96,181004.38
39500,1,randomized,74583.02,35116.06
39500,1,deterministic,317689.22,182525.26
39600,1,randomized,72400.6,32833.56
39600,1,deterministic,318470.62,182810.62
39700,1,randomized,77936.26,38267.78
39700,1,deterministic,319813.22,183633.7
39800,1,randomized,81491.08,41725.58
39800,1,deterministic,319918.66,183623.4
39900,1,randomized,82024.78,42159.46
39900,1,deterministic,319244.54,183090.42
40000,1,randomized,78519.94,38551.46
40000,1,deterministic,321569.68,184575.04
40100,1,randomized,80150.64,40083.9
40100,1,deterministic,322238.52,184971.02
40200,1,randomized,77239.94,37069.58
40200,1,deterministic,323159.74,185567.7
40300,1,randomized,87569.5,47302.72
40300,1,deterministic,324785.7,186423.1
40400,1,randomized,81371.02,41003.3
40400,1,deterministic,324032.54,185971.76
40500,1,randomized,83370.74,42903.22
40500,1,deterministic,325896.52,187051.72
40600,1,randomized,75985.88,35416.7
40600,1,deterministic,325313.98,186687.68
40700,1,randomized,80234.6,39565.44
40700,1,deterministic,327852.52,188220.66
40800,1,randomized,82999.14,42230.56
40800,1,deterministic,327898.6,188185.92
40900,1,randomized,84106.16,43237.78
40900,1,deterministic,328721.38,188629.12
41000,1,randomized,80266.46,39298.5
41000,1,deterministic,329559.06,189102.24
41100,1,randomized,80082.18,39014.44
41100,1,deterministic,330495.06,189678.96
41200,1,randomized,82515.64,41348.58
41200,1,deterministic,331307.92,190168.26
41300,1,randomized,85964.18,44697.24
41300,1,deterministic,331718.66,190420.2
41400,1,randomized,81342.54,39973.76
41400,1,deterministic,332342.8,190704.44
41500,1,randomized,80714.66,39247.72
41500,1,deterministic,334407.12,191873.96
41600,1,randomized,77742.7,36172.9
41600,1,deterministic,334974.52,192308.4
41700,1,randomized,77431.88,35763.2
41700,1,deterministic,335697.9,192633.76
41800,1,randomized,80335.96,38570.78
41800,1,deterministic,336276.44,193061.86
41900,1,randomized,77760.04,35892.78
41900,1,deterministic,337425.94,193708.74
42000,1,randomized,77017.28,35050.22
42000,1,deterministic,337468.82,193637.44
42100,1,randomized,92491.6,50427.02
42100,1,deterministic,338648.38,194358.46
42200,1,randomized,81913.9,39745.48
42200,1,deterministic,339285.62,194771.16
42300,1,randomized,82273.6,40004.42
42300,1,deterministic,338865.88,194507.3
42400,1,randomized,82820.1,40452.4
42400,1,deterministic,341731.3,196088.18
42500,1,randomized,80733.18,38264.98
42500,1,deterministic,342487.06,196593.44
42600,1,randomized,88963.9,46396.44
42600,1,deterministic,342443.4,196436.84
42700,1,randomized,84154.88,41486.54
42700,1,deterministic,344064.98,197530.1
42800,1,randomized,82592.58,39825.92
42800,1,deterministic,344678.64,197833.5
42900,1,randomized,89706.92,46840.82
42900,1,deterministic,344092.72,197385.22
43000,1,randomized,80950.22,37982.0
43000,1,deterministic,345792.78,198439.96
43100,1,randomized,82037.82,38969.36
43100,1,deterministic,347287.16,199497.04
43200,1,randomized,87921.4,44754.62
43200,1,deterministic,347062.7,199149.88
43300,1,randomized,81306.34,38038.7
43300,1,deterministic,347997.9,199700.84
43400,1,randomized,92140.28,48776.38
43400,1,deterministic,348676.94,200157.4
43500,1,randomized,89975.98,46508.22
43500,1,deterministic,349910.12,201099.06
43600,1,randomized,91225.2,47657.66
43600,1,deterministic,350253.46,201005.46
43700,1,randomized,86283.32,42615.4
43700,1,deterministic,351627.14,201943.52
43800,1,randomized,83665.36,39897.12
43800,1,deterministic,352948.02,202697.48
43900,1,randomized,83694.32,39825.2
43900,1,deterministic,352882.44,202495.34
44000,1,randomized,78869.74,34902.2
44000,1,deterministic,354498.78,203511.12
44100,1,randomized,87211.42,43144.6
44100,1,deterministic,354368.0,203424.22
44200,1,randomized,89096.12,44929.42
44200,1,deterministic,356112.6,204475.36
44300,1,randomized,89861.24,45594.34
44300,1,deterministic,355505.14,204043.3
44400,1,randomized,84196.06,39828.7
44400,1,deterministic,357397.7,205126.44
44500,1,randomized,87468.54,43000.56
44500,1,deterministic,357648.36,205345.94
44600,1,randomized,88424.0,43858.2
44600,1,deterministic,359367.22,206358.58
44700,1,randomized,93699.66,49033.56
44700,1,deterministic,360394.5,206923.7
44800,1,randomized,90673.46,45907.48
44800,1,deterministic,358433.72,205664.2
44900,1,randomized,81077.38,36209.16
44900,1,deterministic,362447.76,208003.62
45000,1,randomized,82944.64,37978.0
45000,1,deterministic,359566.94,206397.18
45100,1,randomized,86159.32,41093.34
45100,1,deterministic,362459.96,208016.4
45200,1,randomized,94156.88,48990.94
45200,1,deterministic,364096.2,208987.3
45300,1,randomized,89528.54,44260.32
45300,1,deterministic,364572.68,209339.2
45400,1,randomized,85943.0,40573.62
45400,1,deterministic,365826.5,209831.04
45500,1,randomized,94026.72,48560.86
45500,1,deterministic,367239.34,210898.98
45600,1,randomized,97729.36,52163.56
45600,1,deterministic,366318.96,210267.68
45700,1,randomized,93780.96,48113.92
45700,1,deterministic,367796.08,211136.96
45800,1,randomized,88196.5,42429.18
45800,1,deterministic,368368.02,211582.58
45900,1,randomized,99182.46,53316.26
45900,1,deterministic,368939.78,211728.68
46000,1,randomized,89046.0,43079.72
46000,1,deterministic,370751.18,212797.12
46100,1,randomized,86381.68,40313.26
46100,1,deterministic,371285.56,213188.66
46200,1,randomized,90621.0,44452.82
46200,1,deterministic,372594.78,213829.04
46300,1,randomized,86703.52,40437.0
46300,1,deterministic,373532.68,214451.54
46400,1,randomized,87519.3,41150.96
46400,1,deterministic,373398.32,214319.22
46500,1,randomized,93829.92,47364.28
46500,1,deterministic,374890.66,215119.96
46600,1,randomized,88347.6,41779.22
46600,1,deterministic,374408.82,214866.6
46700,1,randomized,89998.54,43331.8
46700,1,deterministic,375325.82,215366.98
46800,1,randomized,85934.74,39167.76
46800,1,deterministic,376614.08,216174.96
46900,1,randomized,94054.14,47187.26
46900,1,deterministic,379083.52,217690.1
47000,1,randomized,95808.34,48840.54
47000,1,deterministic,378052.06,216989.16
47100,1,randomized,96210.36,49143.06
47100,1,deterministic,379249.0,217728.52
47200,1,randomized,91248.96,44083.04
47200,1,deterministic,381398.72,218924.74
47300,1,randomized,94856.4,47590.82
47300,1,deterministic,381292.28,218901.5
47400,1,randomized,100000.76,52633.94
47400,1,deterministic,382677.38,219677.54
47500,1,randomized,97166.28,49699.14
47500,1,deterministic,383411.3,220129.44
47600,1,randomized,99552.6,51985.74
47600,1,deterministic,383732.3,220154.94
47700,1,randomized,97948.32,50281.44
47700,1,deterministic,384404.48,220687.66
47800,1,randomized,93837.84,46071.52
47800,1,deterministic,383726.4,220216.12
47900,1,randomized,98137.1,50269.64
47900,1,deterministic,385400.36,221171.5
48000,1,randomized,94603.08,46636.68
48000,1,deterministic,385800.2,221652.24
48100,1,randomized,96509.14,48444.48
48100,1,deterministic,387467.02,222341.44
48200,1,randomized,96438.02,48271.08
48200,1,deterministic,387900.12,222621.62
48300,1,randomized,106903.16,58638.12
48300,1,deterministic,388150.56,222803.96
48400,1,randomized,91172.7,42805.66
48400,1,deterministic,390484.86,224150.22
48500,1,randomized,100534.04,52066.12
48500,1,deterministic,390251.26,223929.34
48600,1,randomized,99377.28,50810.28
48600,1,deterministic,391215.44,224566.08
48700,1,randomized,94427.38,45759.66
48700,1,deterministic,392947.82,225582.44
48800,1,randomized,98677.98,49914.02
48800,1,deterministic,393580.52,225839.74
48900,1,randomized,96710.62,47843.28
48900,1,deterministic,393313.22,225764.56
49000,1,randomized,101749.74,52783.88
49000,1,deterministic,395795.56,227112.0
49100,1,randomized,106865.92,57800.22
49100,1,deterministic,396306.4,227506.72
49200,1,randomized,97021.02,47852.5
49200,1,deterministic,396281.78,227328.14
49300,1,randomized,103873.22,54605.68
49300,1,deterministic,397740.62,228297.38
49400,1,randomized,103864.66,54498.24
49400,1,deterministic,397741.9,228194.8
49500,1,randomized,100563.64,51097.3
49500,1,deterministic,399226.22,229092.48
49600,1,randomized,100969.76,51405.12
49600,1,deterministic,400401.52,229736.22
49700,1,randomized,91085.04,41415.9
49700,1,deterministic,400789.7,230108.48
49800,1,randomized,87549.72,37783.58
49800,1,deterministic,401795.22,230590.16
49900,1,randomized,100832.92,50966.56
49900,1,deterministic,402143.48,230814.6
50000,1,randomized,93071.96,43103.9
50000,1,deterministic,403341.56,231398.2
1000,10,randomized,1962.26,964.86
1000,10,deterministic,7248.5,4226.08
1100,10,randomized,2304.98,1176.12
1100,10,deterministic,8027.36,4669.26
1200,10,randomized,2471.7,1273.9
1200,10,deterministic,8750.38,5095.88
1300,10,randomized,2928.9,1598.54
1300,10,deterministic,9571.1,5567.64
1400,10,randomized,2713.8,1270.06
1400,10,deterministic,10324.26,6009.84
1500,10,randomized,3129.64,1604.6
1500,10,deterministic,11066.82,6422.24
1600,10,randomized,3439.62,1794.14
1600,10,deterministic,11780.6,6845.26
1700,10,randomized,3298.74,1598.62
1700,10,deterministic,12620.04,7326.9
1800,10,randomized,3750.98,1962.78
1800,10,deterministic,13339.68,7725.42
1900,10,randomized,4483.8,2466.24
1900,10,deterministic,14154.58,8217.98
2000,10,randomized,4095.22,2085.08
2000,10,deterministic,14807.28,8579.3
2100,10,randomized,4355.84,2260.44
2100,10,deterministic,15649.22,9063.82
2200,10,randomized,4554.28,2331.1
2200,10,deterministic,16566.34,9599.64
2300,10,randomized,5123.84,2829.3
2300,10,deterministic,17373.44,10070.44
2400,10,randomized,4987.7,2587.5
2400,10,deterministic,18177.84,10542.78
2500,10,randomized,4950.7,2373.26
2500,10,deterministic,18781.24,10880.3
2600,10,randomized,5157.9,2479.44
2600,10,deterministic,19598.24,11342.56
2700,10,randomized,5556.78,2819.48
2700,10,deterministic,20372.28,11803.22
2800,10,randomized,5789.96,2986.64
2800,10,deterministic,21062.78,12175.64
2900,10,randomized,5734.46,2847.92
2900,10,deterministic,21957.98,12698.54
3000,10,randomized,5918.86,2911.2
3000,10,deterministic,22832.12,13217.26
3100,10,randomized,5967.68,2869.56
3100,10,deterministic,23666.46,13694.12
3200,10,randomized,6082.1,2877.98
3200,10,deterministic,24421.28,14135.28
3300,10,randomized,7275.96,3979.62
3300,10,deterministic,25210.22,14592.96
3400,10,randomized,6530.82,3115.14
3400,10,deterministic,26010.12,15064.96
3500,10,randomized,6551.68,3056.98
3500,10,deterministic,26426.08,15275.06
3600,10,randomized,7940.66,4265.12
3600,10,deterministic,27664.92,16005.86
3700,10,randomized,7445.56,3738.16
3700,10,deterministic,28131.62,16272.72
3800,10,randomized,7804.22,4008.64
3800,10,deterministic,29149.26,16861.26
3900,10,randomized,7709.56,3819.98
3900,10,deterministic,29890.92,17283.24
4000,10,randomized,7389.56,3377.22
4000,10,deterministic,30780.6,17787.32
4100,10,randomized,9255.88,5116.62
4100,10,deterministic,31259.44,18060.86
4200,10,randomized,8608.56,4411.84
4200,10,deterministic,31972.74,18441.24
4300,10,randomized,8386.7,4020.4
4300,10,deterministic,33076.42,19089.38
4400,10,randomized,8329.16,3877.32
4400,10,deterministic,33896.28,19579.56
4500,10,randomized,9109.76,4564.66
4500,10,deterministic,34619.38,20021.16
4600,10,randomized,8593.04,4002.96
4600,10,deterministic,35304.52,20362.02
4700,10,randomized,9755.68,4957.18
4700,10,deterministic,36315.6,20993.64
4800,10,randomized,9978.16,5165.88
4800,10,deterministic,36948.62,21371.9
4900,10,randomized,10008.54,4920.36
4900,10,deterministic,37920.32,21892.46
5000,10,randomized,10610.22,5599.08
5000,10,deterministic,38556.0,22270.16
5100,10,randomized,10717.98,5605.78
5100,10,deterministic,39136.66,22580.1
5200,10,randomized,10246.22,5039.88
5200,10,deterministic,40007.14,23086.84
5300,10,randomized,10182.64,4885.74
5300,10,deterministic,40802.54,23543.52
5400,10,randomized,11423.44,5950.68
5400,10,deterministic,41714.84,24080.04
5500,10,randomized,11015.22,5508.14
5500,10,deterministic,42642.72,24615.58
5600,10,randomized,10673.44,5049.22
5600,10,deterministic,43380.76,25022.88
5700,10,randomized,11275.72,5561.78
5700,10,deterministic,44040.16,25415.26
5800,10,randomized,10998.38,5199.28
5800,10,deterministic,44972.64,25948.52
5900,10,randomized,11418.94,5421.52
5900,10,deterministic,45728.24,26381.64
6000,10,randomized,10959.58,4818.38
6000,10,deterministic,46496.18,26822.04
6100,10,randomized,11754.16,5641.2
6100,10,deterministic,47462.32,27383.32
6200,10,randomized,12920.12,6701.98
6200,10,deterministic,48135.8,27770.08
6300,10,randomized,12098.44,5797.4
6300,10,deterministic,49041.82,28300.06
6400,10,randomized,12049.0,5618.24
6400,10,deterministic,49736.14,28688.68
6500,10,randomized,12326.68,5821.82
6500,10,deterministic,50217.02,28961.18
6600,10,randomized,14151.94,7546.62
6600,10,deterministic,51149.42,29507.02
6700,10,randomized,13067.62,6236.3
6700,10,deterministic,52127.52,30070.22
6800,10,randomized,13824.2,6982.68
6800,10,deterministic,52561.16,30345.56
6900,10,randomized,13592.32,6678.72
6900,10,deterministic,53574.4,30918.24
7000,10,randomized,15634.36,8639.22
7000,10,deterministic,54168.48,31260.98
7100,10,randomized,14702.06,7598.08
7100,10,deterministic,55323.66,31925.76
7200,10,randomized,14119.46,6913.82
7200,10,deterministic,55952.54,32261.76
7300,10,randomized,16691.66,9397.9
7300,10,deterministic,57183.9,32997.36
7400,10,randomized,16701.68,9310.1
7400,10,deterministic,57062.52,32888.54
7500,10,randomized,13781.62,6281.06
7500,10,deterministic,58370.44,33636.22
7600,10,randomized,14711.18,7025.2
7600,10,deterministic,59435.88,34277.94
7700,10,randomized,16281.9,8494.98
7700,10,deterministic,59855.68,34503.48
7800,10,randomized,16401.38,8522.98
7800,10,deterministic,60862.42,35058.58
7900,10,randomized,15554.14,7645.46
7900,10,deterministic,61671.36,35537.26
8000,10,randomized,15829.5,7749.56
8000,10,deterministic,62122.34,35806.24
8100,10,randomized,16738.06,8641.44
8100,10,deterministic,63108.82,36352.64
8200,10,randomized,17226.0,9019.36
8200,10,deterministic,64263.14,37007.66
8300,10,randomized,15455.86,7133.18
8300,10,deterministic,65077.0,37511.94
8400,10,randomized,17886.46,9468.66
8400,10,deterministic,65665.1,37835.76
8500,10,randomized,18501.78,10011.18
8500,10,deterministic,66346.58,38238.92
8600,10,randomized,16855.08,8264.46
8600,10,deterministic,66930.92,38570.62
8700,10,randomized,17284.6,8568.46
8700,10,deterministic,68037.14,39205.02
8800,10,randomized,17167.82,8331.4
8800,10,deterministic,68425.98,39442.62
8900,10,randomized,17742.38,8705.32
8900,10,deterministic,69555.18,40067.74
9000,10,randomized,18133.28,9118.24
9000,10,deterministic,70659.22,40727.56
9100,10,randomized,17272.08,8165.54
9100,10,deterministic,71182.74,41010.14
9200,10,randomized,17065.18,7848.56
9200,10,deterministic,71765.58,41378.24
9300,10,randomized,19084.88,9785.94
9300,10,deterministic,72513.56,41792.82
9400,10,randomized,18504.22,9113.24
9400,10,deterministic,73588.78,42393.0
9500,10,randomized,20595.4,11055.52
9500,10,deterministic,74250.04,42801.08
9600,10,randomized,20111.4,10482.6
9600,10,deterministic,75389.3,43430.62
9700,10,randomized,19922.8,10098.2
9700,10,deterministic,75790.16,43665.36
9800,10,randomized,18574.7,8788.98
9800,10,deterministic,76474.12,44033.36
9900,10,randomized,21319.72,11413.82
9900,10,deterministic,77688.3,44780.86
10000,10,randomized,20193.34,10137.2
10000,10,deterministic,78377.68,45159.42
10100,10,randomized,21079.32,10964.64
10100,10,deterministic,78979.86,45431.62
10200,10,randomized,20888.32,10653.6
10200,10,deterministic,79767.48,45935.56
10300,10,randomized,20111.74,9803.44
10300,10,deterministic,80170.06,46154.36
10400,10,randomized,19526.78,9109.04
10400,10,deterministic,81839.48,47122.02
10500,10,randomized,21652.14,11142.64
10500,10,deterministic,82478.18,47473.2
10600,10,randomized,22564.08,11906.54
10600,10,deterministic,83441.82,48078.2
10700,10,randomized,21701.22,10836.62
10700,10,deterministic,84044.74,48428.1
10800,10,randomized,22283.48,11277.12
10800,10,deterministic,84384.78,48566.82
10900,10,randomized,21966.8,11062.88
10900,10,deterministic,85693.78,49351.62
11000,10,randomized,18480.34,7468.46
11000,10,deterministic,86426.34,49783.04
11100,10,randomized,24717.88,13537.46
11100,10,deterministic,87159.14,50191.8
11200,10,randomized,22597.68,11407.34
11200,10,deterministic,87847.1,50588.9
11300,10,randomized,21289.86,10003.0
11300,10,deterministic,88874.88,51155.52
11400,10,randomized,21377.36,9980.8
11400,10,deterministic,89729.86,51684.72
11500,10,randomized,25187.82,13632.06
11500,10,deterministic,90489.5,52122.32
11600,10,randomized,22553.32,10957.54
11600,10,deterministic,91635.48,52759.06
11700,10,randomized,22963.16,11271.44
11700,10,deterministic,92071.26,53040.52
11800,10,randomized,22469.48,10674.64
11800,10,deterministic,92875.84,53450.06
11900,10,randomized,22749.0,10838.08
11900,10,deterministic,93548.24,53907.18
12000,10,randomized,23188.42,11194.84
12000,10,deterministic,93821.92,54008.42
12100,10,randomized,24540.02,12445.22
12100,10,deterministic,95246.16,54803.94
12200,10,randomized,25709.48,13524.48
12200,10,deterministic,96219.62,55409.2
12300,10,randomized,24508.02,12200.22
12300,10,deterministic,96506.52,55585.86
12400,10,randomized,23488.52,10951.18
12400,10,deterministic,97572.04,56192.16
12500,10,randomized,27399.82,14775.4
12500,10,deterministic,98638.7,56737.8
12600,10,randomized,23032.68,10443.48
12600,10,deterministic,99239.5,57075.28
12700,10,randomized,25427.3,12727.42
12700,10,deterministic,100503.26,57862.62
12800,10,randomized,26201.64,13400.0
12800,10,deterministic,100905.82,58108.84
12900,10,randomized,25516.52,12623.96
12900,10,deterministic,101646.84,58526.72
13000,10,randomized,26608.96,13589.82
13000,10,deterministic,102944.24,59262.82
13100,10,randomized,24686.96,11577.12
13100,10,deterministic,103623.72,59631.84
13200,10,randomized,25175.4,11947.64
13200,10,deterministic,104188.46,59925.36
13300,10,randomized,27137.5,13838.5
13300,10,deterministic,105217.88,60577.42
13400,10,randomized,25847.7,12402.16
13400,10,deterministic,106008.2,61052.72
13500,10,randomized,26482.6,12976.28
13500,10,deterministic,106483.86,61284.14
13600,10,randomized,27370.34,13757.38
13600,10,deterministic,107539.16,61919.5
13700,10,randomized,26984.24,13263.64
13700,10,deterministic,107471.28,61843.62
13800,10,randomized,29151.72,15350.44
13800,10,deterministic,108856.24,62645.34
13900,10,randomized,29114.26,15200.26
13900,10,deterministic,110150.0,63404.88
14000,10,randomized,28470.76,14472.18
14000,10,deterministic,110435.16,63560.8
14100,10,randomized,28667.4,14536.84
14100,10,deterministic,111874.96,64358.8
14200,10,randomized,27399.66,13182.36
14200,10,deterministic,111965.04,64457.2
14300,10,randomized,26995.02,12700.92
14300,10,deterministic,113102.98,65064.6
14400,10,randomized,28442.56,13920.84
14400,10,deterministic,114176.62,65719.1
14500,10,randomized,29727.84,15226.86
14500,10,deterministic,113610.28,65413.02
14600,10,randomized,29268.42,14667.3
14600,10,deterministic,114958.88,66109.7
14700,10,randomized,29358.74,14647.44
14700,10,deterministic,116183.48,66891.34
14800,10,randomized,31426.98,16605.48
14800,10,deterministic,116710.26,67173.0
14900,10,randomized,31080.64,16194.94
14900,10,deterministic,117886.3,67849.4
15000,10,randomized,28414.82,13405.9
15000,10,deterministic,118689.08,68271.3
15100,10,randomized,30541.46,15444.04
15100,10,deterministic,119173.22,68576.98
15200,10,randomized,29770.9,14584.1
15200,10,deterministic,120393.8,69283.2
15300,10,randomized,29731.54,14438.44
15300,10,deterministic,121460.5,69913.6
15400,10,randomized,32106.32,16719.06
15400,10,deterministic,122169.34,70293.74
15500,10,randomized,31665.3,16174.02
15500,10,deterministic,122255.06,70326.94
15600,10,randomized,29692.36,14051.26
15600,10,deterministic,123607.26,71109.52
15700,10,randomized,29612.34,13885.4
15700,10,deterministic,123967.82,71323.48
15800,10,randomized,33024.04,17235.36
15800,10,deterministic,124653.96,71736.8
15900,10,randomized,32462.2,16566.22
15900,10,deterministic,125913.28,72457.82
16000,10,randomized,32296.12,16222.22
16000,10,deterministic,126854.02,72927.68
16100,10,randomized,31656.5,15567.1
16100,10,deterministic,127280.32,73208.1
16200,10,randomized,31389.72,15195.12
16200,10,deterministic,128091.58,73634.98
16300,10,randomized,32928.82,16638.38
16300,10,deterministic,129149.08,74313.62
16400,10,randomized,32987.64,16519.08
16400,10,deterministic,129835.54,74664.16
16500,10,randomized,31524.58,15009.86
16500,10,deterministic,130347.74,74956.16
16600,10,randomized,34819.1,18211.34
16600,10,deterministic,131508.32,75554.18
16700,10,randomized,30465.9,13760.74
16700,10,deterministic,132253.48,76101.66
16800,10,randomized,34236.52,17445.48
16800,10,deterministic,133369.42,76742.32
16900,10,randomized,34776.52,17858.1
16900,10,deterministic,134388.84,77270.56
17000,10,randomized,35388.34,18372.76
17000,10,deterministic,134826.52,77478.54
17100,10,randomized,35942.08,18429.1
17100,10,deterministic,135635.14,77979.88
17200,10,randomized,34044.08,16825.56
17200,10,deterministic,136149.76,78358.32
17300,10,randomized,34661.46,17349.6
17300,10,deterministic,137031.46,78813.9
17400,10,randomized,33803.04,16328.64
17400,10,deterministic,138265.04,79462.48
17500,10,randomized,35001.42,17352.42
17500,10,deterministic,138990.9,79959.76
17600,10,randomized,35796.96,18194.68
17600,10,deterministic,139503.58,80233.84
17700,10,randomized,40159.82,22469.74
17700,10,deterministic,140172.56,80601.8
17800,10,randomized,33986.84,16169.08
17800,10,deterministic,141494.92,81403.58
17900,10,randomized,39046.36,21128.98
17900,10,deterministic,142294.96,81833.94
18000,10,randomized,32958.16,14952.42
18000,10,deterministic,143235.74,82418.56
18100,10,randomized,36898.8,18794.2
18100,10,deterministic,143705.54,82664.92
18200,10,randomized,37560.72,19331.84
18200,10,deterministic,143693.52,82673.84
18300,10,randomized,36893.0,18603.34
18300,10,deterministic,144906.88,83339.04
18400,10,randomized,39982.24,21532.02
18400,10,deterministic,146382.96,84210.58
18500,10,randomized,37622.78,19136.84
18500,10,deterministic,146291.26,84129.66
18600,10,randomized,34531.66,15924.74
18600,10,deterministic,147186.76,84701.64
18700,10,randomized,35191.92,16493.1
18700,10,deterministic,148286.96,85316.42
18800,10,randomized,40650.12,21759.54
18800,10,deterministic,148892.68,85579.46
18900,10,randomized,38377.92,19493.56
18900,10,deterministic,150089.4,86265.9
19000,10,randomized,37628.3,18628.38
19000,10,deterministic,150650.68,86634.62
19100,10,randomized,35890.14,16777.76
19100,10,deterministic,152228.82,87604.02
19200,10,randomized,37712.76,18447.24
19200,10,deterministic,152080.86,87512.58
19300,10,randomized,39585.42,20276.72
19300,10,deterministic,153087.0,88041.38
19400,10,randomized,40198.14,20774.84
19400,10,deterministic,154226.18,88707.16
19500,10,randomized,39183.68,19680.14
19500,10,deterministic,155549.38,89451.14
19600,10,randomized,42323.1,22705.88
19600,10,deterministic,156177.24,89808.84
19700,10,randomized,37953.06,18226.74
19700,10,deterministic,157297.92,90402.02
19800,10,randomized,38470.42,18402.3
19800,10,deterministic,157842.68,90717.34
19900,10,randomized,40851.24,20871.4
19900,10,deterministic,158018.98,90853.3
20000,10,randomized,41504.18,21518.12
20000,10,deterministic,159469.5,91717.92
20100,10,randomized,42431.58,22347.82
20100,10,deterministic,159505.76,91675.2
20200,10,randomized,44256.52,23637.06
20200,10,deterministic,160082.48,91967.76
20300,10,randomized,42420.04,22136.52
20300,10,deterministic,161859.62,93037.02
20400,10,randomized,42336.68,21917.2
20400,10,deterministic,161792.94,93014.78
20500,10,randomized,39579.58,19019.98
20500,10,deterministic,162742.06,93493.74
20600,10,randomized,42178.52,21516.74
20600,10,deterministic,162528.92,93402.66
20700,10,randomized,42731.48,22035.1
20700,10,deterministic,164727.06,94676.64
20800,10,randomized,40147.6,19362.54
20800,10,deterministic,164833.38,94685.02
20900,10,randomized,43319.36,22042.5
20900,10,deterministic,166432.52,95607.48
21000,10,randomized,43829.26,22810.38
21000,10,deterministic,167140.68,96044.2
21100,10,randomized,44929.38,23823.0
21100,10,deterministic,168831.96,96984.16
21200,10,randomized,44179.14,22980.1
21200,10,deterministic,169160.1,97235.26
21300,10,randomized,46679.68,25386.18
21300,10,deterministic,169474.06,97475.74
21400,10,randomized,43564.34,22145.72
21400,10,deterministic,169931.58,97646.4
21500,10,randomized,40578.4,18393.38
21500,10,deterministic,171185.76,98377.58
21600,10,randomized,42118.26,20517.68
21600,10,deterministic,171861.08,98794.48
21700,10,randomized,40434.12,18559.76
21700,10,deterministic,173005.14,99473.88
21800,10,randomized,39069.38,17243.52
21800,10,deterministic,173747.38,99880.92
21900,10,randomized,43239.82,21353.06
21900,10,deterministic,174693.36,100403.82
22000,10,randomized,44192.1,22165.3
22000,10,deterministic,175663.14,101059.34
22100,10,randomized,41365.6,19221.24
22100,10,deterministic,175617.76,100915.18
22200,10,randomized,47157.68,24943.32
22200,10,deterministic,177340.36,101969.86
22300,10,randomized,46517.38,24206.98
22300,10,deterministic,177704.42,102162.8
22400,10,randomized,48555.14,25682.38
22400,10,deterministic,178447.66,102561.5
22500,10,randomized,46372.14,23863.48
22500,10,deterministic,179244.26,103058.58
22600,10,randomized,42853.98,20268.06
22600,10,deterministic,180614.22,103832.36
22700,10,randomized,41870.44,19160.4
22700,10,deterministic,180834.46,103949.58
22800,10,randomized,43908.54,21058.78
22800,10,deterministic,181811.7,104494.3
22900,10,randomized,43242.66,20343.8
22900,10,deterministic,183023.66,105167.78
23000,10,randomized,48426.24,25218.78
23000,10,deterministic,183142.6,105318.82
23100,10,randomized,43869.26,20758.26
23100,10,deterministic,183681.22,105547.1
23200,10,randomized,45493.68,22290.92
